contact,month,day_of_week,campaign,pdays,previous_stat,poutcome,id
cellular,nov,fri,3,999,0,nonexistent,23477
cellular,may,fri,3,999,0,nonexistent,6507
cellular,jul,thu,17,999,0,nonexistent,7115
cellular,may,fri,4,999,0,nonexistent,16133
cellular,jul,thu,4,999,0,nonexistent,152
cellular,jun,mon,1,999,0,nonexistent,8791
cellular,aug,mon,1,999,0,nonexistent,1572
telephone,may,thu,3,999,0,nonexistent,28632
telephone,aug,mon,9,999,0,nonexistent,28818
telephone,may,wed,2,999,0,nonexistent,14911
cellular,may,tue,3,999,0,nonexistent,13523
cellular,apr,thu,2,999,0,nonexistent,24994
cellular,aug,wed,5,999,0,nonexistent,27285
cellular,aug,fri,2,999,0,nonexistent,19972
cellular,jul,tue,1,999,0,nonexistent,38009
cellular,jul,tue,1,999,0,nonexistent,1244
cellular,jul,tue,2,999,0,nonexistent,2715
cellular,jul,wed,2,999,0,nonexistent,32090
cellular,sep,wed,2,999,0,nonexistent,4945
cellular,jul,fri,2,999,0,nonexistent,27694
telephone,may,wed,1,999,0,nonexistent,4138
telephone,may,wed,1,999,0,nonexistent,40831
telephone,may,mon,2,999,0,nonexistent,10126
telephone,may,fri,3,999,0,nonexistent,10570
cellular,aug,mon,1,999,0,nonexistent,40268
cellular,jul,mon,5,999,0,nonexistent,7779
cellular,may,wed,1,999,1,failure,17423
telephone,may,tue,12,999,0,nonexistent,27030
cellular,sep,wed,2,999,0,nonexistent,2234
telephone,jun,fri,1,999,0,nonexistent,19420
cellular,may,wed,2,999,0,nonexistent,26361
cellular,oct,tue,1,999,2,failure,9897
cellular,jul,wed,4,999,0,nonexistent,39446
cellular,jul,thu,1,999,0,nonexistent,12718
cellular,jul,wed,1,999,0,nonexistent,14560
cellular,aug,tue,3,999,0,nonexistent,12777
cellular,may,wed,1,999,0,nonexistent,10409
telephone,may,thu,2,999,0,nonexistent,20283
telephone,jun,fri,3,999,0,nonexistent,20964
telephone,may,wed,1,999,0,nonexistent,15965
telephone,may,wed,2,999,0,nonexistent,36683
telephone,jun,mon,2,999,0,nonexistent,18912
telephone,jul,fri,2,999,0,nonexistent,10682
cellular,aug,tue,3,999,0,nonexistent,27598
cellular,jul,wed,2,999,0,nonexistent,13293
cellular,aug,wed,1,999,0,nonexistent,26298
telephone,jun,wed,1,999,0,nonexistent,38789
telephone,oct,fri,1,999,0,nonexistent,9279
cellular,aug,fri,1,999,0,nonexistent,33441
telephone,jun,wed,1,999,0,nonexistent,31925
cellular,may,fri,2,999,0,nonexistent,22587
telephone,may,wed,6,999,0,nonexistent,2766
cellular,may,mon,2,999,0,nonexistent,5036
cellular,apr,fri,1,999,1,failure,3390
telephone,may,tue,1,999,0,nonexistent,37133
telephone,jun,tue,7,999,0,nonexistent,29709
cellular,jul,wed,3,999,0,nonexistent,35693
telephone,may,thu,1,999,0,nonexistent,37834
telephone,dec,mon,2,8,1,success,22112
telephone,jun,mon,3,999,0,nonexistent,26122
cellular,apr,wed,3,999,0,nonexistent,10168
cellular,nov,tue,1,999,0,nonexistent,39815
cellular,jun,wed,7,999,1,failure,11553
telephone,jun,mon,2,999,0,nonexistent,10357
cellular,aug,fri,8,999,0,nonexistent,8053
telephone,may,tue,1,999,0,nonexistent,26770
telephone,jun,mon,3,999,0,nonexistent,9089
telephone,may,tue,1,999,0,nonexistent,
cellular,aug,tue,4,999,0,nonexistent,
cellular,apr,thu,1,999,1,failure,
telephone,jun,fri,4,999,0,nonexistent,
cellular,aug,mon,3,999,0,nonexistent,
cellular,may,wed,2,999,1,failure,
cellular,aug,thu,3,999,0,nonexistent,
telephone,aug,wed,3,999,0,nonexistent,
cellular,jul,mon,2,999,0,nonexistent,
cellular,jul,fri,2,999,0,nonexistent,
cellular,aug,mon,1,999,0,nonexistent,
cellular,nov,tue,1,999,0,nonexistent,
cellular,apr,wed,2,999,0,nonexistent,
cellular,jul,tue,2,999,0,nonexistent,
telephone,may,tue,1,999,0,nonexistent,
cellular,jun,wed,4,999,0,nonexistent,
cellular,jul,thu,1,999,0,nonexistent,
cellular,aug,thu,2,999,0,nonexistent,
cellular,apr,fri,2,999,0,nonexistent,
cellular,nov,mon,1,999,0,nonexistent,
cellular,aug,mon,2,999,0,nonexistent,
telephone,may,fri,3,999,0,nonexistent,
cellular,jul,tue,1,999,0,nonexistent,
cellular,apr,mon,4,999,1,failure,
cellular,jul,wed,1,999,0,nonexistent,
cellular,jul,wed,3,999,0,nonexistent,
cellular,aug,wed,2,999,0,nonexistent,
cellular,sep,mon,3,999,0,nonexistent,
telephone,may,mon,5,999,0,nonexistent,
cellular,dec,mon,2,999,1,failure,
cellular,may,thu,1,999,1,failure,
telephone,jun,tue,1,999,0,nonexistent,
cellular,apr,thu,1,999,0,nonexistent,
telephone,may,wed,3,999,0,nonexistent,
cellular,may,tue,1,999,0,nonexistent,
telephone,apr,fri,2,999,0,nonexistent,
telephone,jul,mon,1,999,0,nonexistent,
telephone,may,wed,1,999,0,nonexistent,
cellular,may,fri,1,11,1,success,
cellular,apr,thu,1,999,0,nonexistent,
cellular,aug,tue,13,999,0,nonexistent,
telephone,may,mon,3,999,0,nonexistent,
cellular,may,mon,1,999,0,nonexistent,
cellular,may,mon,11,999,0,nonexistent,
telephone,may,thu,2,999,0,nonexistent,
cellular,jul,tue,1,999,0,nonexistent,
telephone,jun,tue,4,999,0,nonexistent,
cellular,nov,wed,2,999,0,nonexistent,
telephone,jul,tue,3,999,0,nonexistent,
cellular,nov,wed,1,999,0,nonexistent,
cellular,may,thu,1,999,0,nonexistent,
telephone,may,tue,3,999,0,nonexistent,
telephone,apr,thu,2,999,2,failure,
cellular,may,mon,1,999,0,nonexistent,
cellular,aug,fri,2,999,0,nonexistent,
cellular,aug,thu,2,999,0,nonexistent,
telephone,may,tue,5,999,0,nonexistent,
telephone,may,fri,1,999,0,nonexistent,
cellular,jul,wed,1,999,0,nonexistent,
cellular,jul,wed,4,999,0,nonexistent,
cellular,jul,mon,3,999,0,nonexistent,
cellular,nov,fri,1,999,0,nonexistent,
cellular,aug,wed,1,999,0,nonexistent,
telephone,may,tue,2,999,0,nonexistent,
telephone,jun,fri,4,999,0,nonexistent,
telephone,may,thu,1,999,0,nonexistent,
cellular,jul,tue,1,999,0,nonexistent,
telephone,may,wed,1,999,0,nonexistent,
telephone,jul,fri,2,999,0,nonexistent,
cellular,may,fri,2,12,1,success,
telephone,mar,mon,2,999,0,nonexistent,
cellular,oct,thu,2,11,4,success,
telephone,may,fri,1,999,0,nonexistent,
cellular,apr,mon,1,999,0,nonexistent,
telephone,jul,thu,1,999,0,nonexistent,
cellular,aug,tue,1,999,0,nonexistent,
cellular,apr,thu,2,999,0,nonexistent,
telephone,jun,wed,10,999,0,nonexistent,
cellular,may,mon,3,999,0,nonexistent,
cellular,may,tue,4,999,1,failure,
telephone,jun,thu,1,999,0,nonexistent,
telephone,jun,mon,1,999,0,nonexistent,
cellular,may,thu,1,999,0,nonexistent,
cellular,may,wed,1,999,1,failure,
cellular,aug,tue,2,3,1,success,
cellular,apr,mon,5,999,0,nonexistent,
cellular,may,thu,10,999,0,nonexistent,
cellular,jul,wed,2,999,0,nonexistent,
cellular,jul,mon,9,999,0,nonexistent,
cellular,oct,wed,1,3,3,success,
cellular,apr,thu,1,999,1,failure,
cellular,may,mon,6,999,0,nonexistent,
cellular,aug,mon,1,999,0,nonexistent,
cellular,mar,wed,2,999,0,nonexistent,
cellular,jul,fri,1,999,0,nonexistent,
telephone,jul,thu,10,999,0,nonexistent,
cellular,may,wed,2,999,1,failure,
cellular,aug,tue,1,999,0,nonexistent,
cellular,may,mon,6,999,0,nonexistent,
cellular,apr,thu,2,999,0,nonexistent,
cellular,may,tue,3,999,0,nonexistent,
telephone,may,mon,2,999,0,nonexistent,
telephone,jul,mon,6,999,0,nonexistent,
telephone,may,mon,6,999,0,nonexistent,
telephone,may,tue,2,999,0,nonexistent,
cellular,aug,wed,2,999,0,nonexistent,
telephone,jun,thu,2,999,0,nonexistent,
telephone,jun,thu,1,999,0,nonexistent,
cellular,jul,fri,2,999,0,nonexistent,
cellular,may,fri,2,999,0,nonexistent,
telephone,may,fri,11,999,0,nonexistent,
telephone,may,thu,2,999,0,nonexistent,
cellular,aug,thu,1,999,0,nonexistent,
cellular,oct,mon,3,999,0,nonexistent,
telephone,may,wed,1,999,0,nonexistent,
cellular,jul,thu,5,999,0,nonexistent,
cellular,may,wed,1,7,1,success,
telephone,may,fri,1,999,0,nonexistent,
telephone,may,wed,1,999,0,nonexistent,
telephone,may,tue,1,999,0,nonexistent,
cellular,apr,thu,1,999,0,nonexistent,
telephone,may,tue,2,999,0,nonexistent,
cellular,jul,wed,3,999,0,nonexistent,
cellular,jul,tue,3,999,0,nonexistent,
cellular,jul,wed,1,999,0,nonexistent,
cellular,aug,thu,2,4,2,success,
cellular,apr,thu,4,999,2,failure,
telephone,jun,mon,1,999,0,nonexistent,
cellular,may,mon,1,999,1,failure,
telephone,nov,tue,1,999,0,nonexistent,
cellular,jul,mon,3,999,0,nonexistent,
cellular,aug,wed,2,999,0,nonexistent,
telephone,may,wed,3,999,0,nonexistent,
cellular,may,tue,1,999,0,nonexistent,
telephone,jun,fri,2,999,0,nonexistent,
cellular,may,mon,1,999,0,nonexistent,
cellular,may,mon,1,999,1,failure,
cellular,nov,thu,2,999,0,nonexistent,
telephone,may,tue,2,999,0,nonexistent,
telephone,jun,wed,6,999,0,nonexistent,
telephone,jun,fri,2,999,0,nonexistent,
cellular,aug,mon,3,999,0,nonexistent,
telephone,jun,wed,3,999,0,nonexistent,
telephone,may,wed,1,999,0,nonexistent,
cellular,oct,thu,2,999,0,nonexistent,
cellular,jul,tue,5,999,0,nonexistent,
cellular,aug,tue,1,999,0,nonexistent,
telephone,may,thu,3,999,0,nonexistent,
cellular,jul,thu,1,999,0,nonexistent,
cellular,nov,tue,1,999,0,nonexistent,
cellular,jul,thu,3,999,0,nonexistent,
telephone,may,wed,1,999,0,nonexistent,
cellular,may,tue,3,999,1,failure,
cellular,apr,mon,4,999,1,failure,
cellular,jul,thu,1,999,0,nonexistent,
cellular,may,tue,4,999,0,nonexistent,
cellular,apr,fri,1,999,0,nonexistent,
telephone,aug,thu,13,999,0,nonexistent,
cellular,apr,thu,2,999,2,failure,
cellular,jul,fri,2,999,0,nonexistent,
cellular,jun,tue,1,999,0,nonexistent,
telephone,may,tue,2,999,0,nonexistent,
telephone,may,wed,2,999,0,nonexistent,
telephone,jun,wed,2,999,0,nonexistent,
cellular,aug,mon,3,999,0,nonexistent,
telephone,may,tue,1,999,0,nonexistent,
telephone,may,wed,4,999,0,nonexistent,
cellular,may,thu,3,999,0,nonexistent,
cellular,may,fri,2,999,0,nonexistent,
cellular,apr,thu,1,999,0,nonexistent,
cellular,jul,mon,6,999,0,nonexistent,
cellular,aug,tue,14,999,0,nonexistent,
telephone,jul,mon,3,999,0,nonexistent,
cellular,jul,tue,5,999,0,nonexistent,
cellular,may,tue,2,999,1,failure,
cellular,jun,mon,1,999,1,failure,
telephone,jul,mon,3,999,0,nonexistent,
telephone,jun,fri,1,999,0,nonexistent,
cellular,nov,thu,2,999,0,nonexistent,
telephone,jun,tue,3,999,0,nonexistent,
telephone,may,tue,1,999,0,nonexistent,
cellular,apr,mon,4,999,0,nonexistent,
telephone,may,mon,1,999,0,nonexistent,
cellular,apr,fri,2,999,1,failure,
cellular,oct,tue,1,999,0,nonexistent,
telephone,may,wed,4,999,0,nonexistent,
telephone,jun,tue,1,999,0,nonexistent,
cellular,aug,wed,2,999,0,nonexistent,
telephone,jul,mon,2,999,0,nonexistent,
telephone,may,thu,2,999,0,nonexistent,
telephone,jul,thu,5,999,0,nonexistent,
cellular,aug,thu,8,999,0,nonexistent,
telephone,jun,wed,3,999,0,nonexistent,
cellular,may,thu,6,999,0,nonexistent,
cellular,jun,wed,2,6,2,success,
telephone,may,mon,4,999,0,nonexistent,
telephone,may,tue,1,999,0,nonexistent,
cellular,jul,wed,5,999,0,nonexistent,
telephone,jun,mon,1,999,0,nonexistent,
cellular,aug,fri,1,999,0,nonexistent,
cellular,may,fri,2,999,1,failure,
cellular,jul,tue,1,999,0,nonexistent,
telephone,may,fri,5,999,0,nonexistent,
cellular,may,mon,2,999,0,nonexistent,
telephone,may,fri,1,999,0,nonexistent,
cellular,may,wed,1,999,0,nonexistent,
cellular,aug,fri,1,999,0,nonexistent,
cellular,dec,tue,2,999,0,nonexistent,
telephone,jun,mon,2,999,0,nonexistent,
telephone,jun,tue,1,999,0,nonexistent,
telephone,nov,mon,3,999,0,nonexistent,
telephone,jun,fri,4,999,0,nonexistent,
telephone,jun,wed,1,999,0,nonexistent,
cellular,may,fri,1,999,0,nonexistent,
telephone,may,thu,3,999,0,nonexistent,
telephone,jun,fri,20,999,0,nonexistent,
cellular,aug,fri,1,999,0,nonexistent,
cellular,may,mon,2,999,0,nonexistent,
cellular,jul,thu,2,999,0,nonexistent,
cellular,jul,wed,3,999,0,nonexistent,
cellular,apr,mon,1,999,1,failure,
cellular,jul,wed,4,999,0,nonexistent,
cellular,may,tue,1,999,0,nonexistent,
telephone,may,tue,2,999,0,nonexistent,
telephone,jul,fri,3,999,0,nonexistent,
cellular,may,wed,5,999,0,nonexistent,
telephone,may,wed,3,999,0,nonexistent,
cellular,jul,thu,1,999,0,nonexistent,
telephone,may,tue,2,999,0,nonexistent,
cellular,jul,tue,1,999,0,nonexistent,
cellular,aug,wed,2,999,0,nonexistent,
cellular,jul,fri,6,999,0,nonexistent,
cellular,jul,fri,1,999,0,nonexistent,
telephone,jun,wed,1,999,0,nonexistent,
telephone,jun,fri,5,999,0,nonexistent,
telephone,may,wed,1,999,0,nonexistent,
telephone,jul,thu,4,999,0,nonexistent,
cellular,nov,fri,2,999,1,failure,
cellular,apr,thu,2,999,1,failure,
telephone,jul,fri,15,999,0,nonexistent,
telephone,may,mon,5,999,0,nonexistent,
telephone,may,wed,2,999,0,nonexistent,
cellular,may,thu,4,999,3,failure,
telephone,jul,tue,3,999,0,nonexistent,
cellular,sep,wed,2,6,2,success,
cellular,nov,fri,6,999,0,nonexistent,
cellular,aug,thu,13,999,0,nonexistent,
cellular,oct,wed,1,999,0,nonexistent,
cellular,may,fri,3,999,1,failure,
cellular,jul,fri,1,999,0,nonexistent,
telephone,may,wed,1,999,0,nonexistent,
telephone,may,wed,2,999,0,nonexistent,
cellular,aug,mon,2,999,0,nonexistent,
cellular,jul,mon,4,999,0,nonexistent,
cellular,aug,tue,1,999,0,nonexistent,
cellular,may,wed,5,999,0,nonexistent,
cellular,apr,thu,1,999,1,failure,
cellular,jul,thu,6,999,0,nonexistent,
cellular,may,wed,2,999,0,nonexistent,
cellular,aug,wed,1,999,0,nonexistent,
cellular,may,wed,2,999,0,nonexistent,
telephone,may,tue,1,999,0,nonexistent,
cellular,may,wed,3,999,0,nonexistent,
cellular,aug,tue,13,999,0,nonexistent,
cellular,jun,mon,1,999,0,nonexistent,
cellular,jul,thu,3,999,0,nonexistent,
telephone,may,fri,1,999,0,nonexistent,
cellular,nov,wed,2,999,0,nonexistent,
telephone,may,wed,3,999,0,nonexistent,
cellular,may,mon,2,999,1,failure,
cellular,nov,wed,2,999,0,nonexistent,
cellular,aug,thu,1,999,0,nonexistent,
cellular,may,mon,4,999,1,failure,
cellular,apr,mon,1,999,0,nonexistent,
cellular,aug,fri,1,999,0,nonexistent,
telephone,jun,mon,2,999,0,nonexistent,
cellular,jul,tue,1,999,0,nonexistent,
telephone,jun,wed,2,999,0,nonexistent,
cellular,aug,mon,2,999,0,nonexistent,
cellular,apr,thu,1,999,1,failure,
telephone,may,fri,3,999,0,nonexistent,
telephone,jun,fri,1,999,0,nonexistent,
telephone,may,mon,3,999,0,nonexistent,
telephone,may,thu,3,999,0,nonexistent,
telephone,apr,mon,2,999,1,failure,
telephone,jul,thu,3,999,0,nonexistent,
cellular,aug,mon,2,999,0,nonexistent,
telephone,may,fri,1,999,0,nonexistent,
cellular,aug,fri,1,999,0,nonexistent,
cellular,aug,mon,1,999,0,nonexistent,
telephone,may,wed,1,999,0,nonexistent,
telephone,apr,mon,1,999,0,nonexistent,
cellular,jul,tue,4,999,0,nonexistent,
cellular,jun,tue,1,999,0,nonexistent,
cellular,apr,fri,1,999,1,failure,
cellular,aug,tue,1,999,0,nonexistent,
cellular,nov,fri,6,999,0,nonexistent,
telephone,may,wed,3,999,0,nonexistent,
cellular,aug,wed,1,0,3,success,
cellular,nov,thu,3,999,0,nonexistent,
cellular,may,fri,5,999,0,nonexistent,
telephone,may,fri,3,999,0,nonexistent,
cellular,jul,tue,1,999,0,nonexistent,
cellular,may,thu,2,999,1,failure,
telephone,may,mon,1,999,0,nonexistent,
cellular,jul,tue,3,999,0,nonexistent,
telephone,may,fri,2,999,0,nonexistent,
cellular,apr,mon,3,999,0,nonexistent,
telephone,apr,tue,3,999,0,nonexistent,
cellular,nov,wed,1,999,1,failure,
cellular,jul,tue,2,999,0,nonexistent,
cellular,may,tue,2,6,1,success,
cellular,aug,thu,1,999,0,nonexistent,
cellular,may,mon,6,999,1,failure,
cellular,may,thu,3,999,0,nonexistent,
cellular,may,mon,1,999,0,nonexistent,
cellular,aug,mon,2,999,0,nonexistent,
cellular,may,thu,2,999,0,nonexistent,
telephone,jul,thu,3,999,0,nonexistent,
cellular,may,tue,2,999,1,failure,
cellular,may,thu,1,999,1,failure,
cellular,jul,fri,2,999,0,nonexistent,
cellular,nov,thu,2,999,0,nonexistent,
telephone,jun,wed,2,999,0,nonexistent,
cellular,apr,wed,2,999,1,failure,
cellular,may,wed,2,10,1,success,
cellular,apr,thu,3,999,0,nonexistent,
cellular,may,wed,1,999,0,nonexistent,
telephone,may,mon,3,999,0,nonexistent,
cellular,nov,fri,3,999,1,failure,
cellular,aug,tue,9,999,0,nonexistent,
cellular,oct,mon,1,999,0,nonexistent,
telephone,may,mon,6,999,0,nonexistent,
cellular,aug,fri,1,999,0,nonexistent,
telephone,may,tue,2,999,0,nonexistent,
telephone,jun,mon,1,999,0,nonexistent,
telephone,jun,fri,1,999,0,nonexistent,
telephone,nov,thu,6,999,1,failure,
telephone,may,fri,1,999,0,nonexistent,
cellular,aug,thu,1,999,0,nonexistent,
cellular,may,thu,3,999,0,nonexistent,
cellular,jun,wed,2,999,1,failure,
cellular,nov,mon,2,999,1,failure,
telephone,jul,thu,1,999,0,nonexistent,
cellular,aug,thu,1,999,0,nonexistent,
telephone,jun,tue,7,999,0,nonexistent,
telephone,may,tue,3,999,0,nonexistent,
cellular,jul,tue,2,999,0,nonexistent,
telephone,may,fri,1,999,1,failure,
cellular,aug,tue,2,999,0,nonexistent,
cellular,aug,tue,1,999,0,nonexistent,
telephone,jun,tue,1,999,0,nonexistent,
telephone,may,fri,17,999,0,nonexistent,
telephone,may,wed,6,999,0,nonexistent,
cellular,aug,mon,3,999,0,nonexistent,
telephone,jun,mon,6,999,0,nonexistent,
cellular,sep,wed,2,3,2,success,
cellular,nov,thu,2,999,0,nonexistent,
cellular,nov,wed,1,999,0,nonexistent,
telephone,jul,tue,5,999,0,nonexistent,
cellular,may,thu,2,999,0,nonexistent,
telephone,aug,wed,1,999,0,nonexistent,
cellular,may,wed,1,999,1,failure,
cellular,apr,mon,3,999,0,nonexistent,
cellular,nov,tue,1,999,0,nonexistent,
telephone,jun,tue,5,999,0,nonexistent,
cellular,jul,fri,10,999,0,nonexistent,
cellular,jul,mon,6,999,0,nonexistent,
telephone,may,mon,1,999,0,nonexistent,
telephone,may,tue,1,999,0,nonexistent,
cellular,jul,wed,1,999,0,nonexistent,
cellular,nov,wed,2,999,1,failure,
cellular,nov,tue,3,999,1,failure,
cellular,jul,mon,1,999,0,nonexistent,
cellular,may,mon,4,999,0,nonexistent,
cellular,nov,tue,2,999,0,nonexistent,
telephone,may,fri,1,999,0,nonexistent,
cellular,aug,wed,2,999,0,nonexistent,
cellular,nov,tue,6,999,0,nonexistent,
telephone,jun,mon,1,999,0,nonexistent,
cellular,aug,tue,2,999,0,nonexistent,
telephone,nov,fri,7,999,0,nonexistent,
cellular,nov,wed,2,999,0,nonexistent,
telephone,jun,tue,3,999,0,nonexistent,
cellular,oct,mon,1,999,0,nonexistent,
cellular,may,tue,2,999,1,failure,
cellular,nov,tue,1,999,0,nonexistent,
cellular,aug,thu,17,999,0,nonexistent,
cellular,aug,tue,1,999,0,nonexistent,
cellular,aug,tue,1,999,0,nonexistent,
cellular,may,wed,1,999,1,failure,
telephone,may,tue,1,999,0,nonexistent,
cellular,may,tue,2,999,0,nonexistent,
cellular,jul,thu,2,999,0,nonexistent,
cellular,jul,tue,1,999,0,nonexistent,
cellular,aug,tue,1,999,0,nonexistent,
telephone,may,fri,2,999,0,nonexistent,
telephone,jun,mon,3,999,0,nonexistent,
cellular,aug,wed,2,999,0,nonexistent,
cellular,apr,thu,3,999,0,nonexistent,
telephone,jul,mon,8,999,0,nonexistent,
cellular,nov,wed,1,999,1,failure,
telephone,may,fri,2,999,0,nonexistent,
cellular,aug,tue,5,999,0,nonexistent,
cellular,jul,mon,11,999,0,nonexistent,
telephone,jun,thu,1,999,0,nonexistent,
telephone,may,tue,1,999,0,nonexistent,
telephone,jun,wed,1,999,0,nonexistent,
telephone,jun,wed,3,999,0,nonexistent,
telephone,may,fri,11,999,0,nonexistent,
cellular,mar,mon,1,999,0,nonexistent,
cellular,jul,thu,4,999,0,nonexistent,
telephone,jun,wed,2,999,0,nonexistent,
cellular,apr,thu,1,999,1,failure,
cellular,aug,thu,1,999,0,nonexistent,
telephone,may,tue,2,999,0,nonexistent,
cellular,aug,tue,3,999,0,nonexistent,
telephone,may,thu,3,999,0,nonexistent,
cellular,apr,thu,1,999,0,nonexistent,
cellular,may,fri,1,999,2,failure,
cellular,aug,wed,2,999,0,nonexistent,
cellular,jul,tue,4,999,0,nonexistent,
cellular,may,thu,1,999,0,nonexistent,
telephone,may,thu,2,999,0,nonexistent,
cellular,jul,thu,1,999,0,nonexistent,
telephone,may,thu,1,999,0,nonexistent,
cellular,jul,mon,2,999,0,nonexistent,
cellular,may,fri,2,999,0,nonexistent,
cellular,apr,fri,1,999,0,nonexistent,
telephone,may,thu,1,999,0,nonexistent,
telephone,jun,thu,2,999,0,nonexistent,
cellular,aug,thu,1,999,0,nonexistent,
telephone,may,wed,1,999,0,nonexistent,
cellular,aug,mon,5,999,0,nonexistent,
cellular,nov,fri,2,999,1,failure,
telephone,may,wed,2,999,0,nonexistent,
telephone,may,mon,3,999,0,nonexistent,
cellular,jul,thu,2,999,0,nonexistent,
cellular,aug,wed,3,999,0,nonexistent,
cellular,may,thu,4,999,0,nonexistent,
cellular,aug,thu,3,999,0,nonexistent,
cellular,may,fri,1,999,0,nonexistent,
telephone,may,mon,4,999,0,nonexistent,
telephone,may,fri,4,999,0,nonexistent,
cellular,sep,wed,1,999,2,failure,
telephone,may,wed,2,999,0,nonexistent,
cellular,aug,tue,4,999,0,nonexistent,
telephone,may,thu,4,999,0,nonexistent,
cellular,nov,fri,4,999,0,nonexistent,
cellular,may,wed,1,999,0,nonexistent,
cellular,may,mon,4,999,1,failure,
telephone,dec,wed,5,999,0,nonexistent,
telephone,may,fri,1,999,0,nonexistent,
cellular,jul,fri,1,999,0,nonexistent,
telephone,jul,thu,1,999,0,nonexistent,
telephone,may,thu,2,999,0,nonexistent,
telephone,may,thu,2,999,0,nonexistent,
cellular,jun,tue,1,3,2,failure,
cellular,aug,mon,5,999,0,nonexistent,
telephone,jun,wed,10,999,0,nonexistent,
telephone,jun,mon,2,999,0,nonexistent,
cellular,jul,wed,6,999,0,nonexistent,
telephone,jun,mon,1,999,0,nonexistent,
cellular,apr,fri,2,999,0,nonexistent,
cellular,nov,fri,2,999,0,nonexistent,
cellular,aug,thu,3,999,0,nonexistent,
cellular,aug,wed,16,999,0,nonexistent,
cellular,jul,mon,3,999,0,nonexistent,
telephone,may,mon,4,999,0,nonexistent,
cellular,may,wed,1,999,1,failure,
telephone,may,mon,6,999,0,nonexistent,
cellular,aug,wed,3,999,0,nonexistent,
telephone,apr,thu,1,999,0,nonexistent,
cellular,mar,mon,4,999,0,nonexistent,
telephone,may,thu,1,999,0,nonexistent,
cellular,jul,thu,2,999,0,nonexistent,
cellular,aug,tue,1,999,0,nonexistent,
telephone,may,tue,1,999,0,nonexistent,
telephone,may,fri,7,999,0,nonexistent,
cellular,jul,mon,2,999,0,nonexistent,
cellular,may,wed,1,999,0,nonexistent,
telephone,may,tue,3,999,0,nonexistent,
telephone,jun,thu,2,999,0,nonexistent,
telephone,jun,fri,1,999,1,failure,
telephone,jun,thu,3,999,0,nonexistent,
cellular,aug,wed,3,999,0,nonexistent,
cellular,nov,fri,2,999,0,nonexistent,
cellular,may,fri,2,999,0,nonexistent,
cellular,aug,fri,1,999,0,nonexistent,
cellular,apr,wed,3,999,2,failure,
telephone,jun,tue,1,999,0,nonexistent,
cellular,nov,thu,2,999,0,nonexistent,
cellular,may,thu,2,999,0,nonexistent,
cellular,sep,thu,6,6,4,failure,
telephone,may,tue,1,999,0,nonexistent,
cellular,oct,thu,2,999,0,nonexistent,
telephone,jun,wed,1,6,3,failure,
telephone,aug,fri,4,999,0,nonexistent,
cellular,may,fri,1,999,1,failure,
cellular,nov,thu,3,999,0,nonexistent,
cellular,sep,mon,3,999,2,failure,
cellular,jul,tue,3,999,0,nonexistent,
cellular,aug,wed,1,999,0,nonexistent,
cellular,may,thu,3,999,0,nonexistent,
cellular,mar,wed,4,999,0,nonexistent,
cellular,jul,tue,5,999,0,nonexistent,
cellular,apr,thu,1,999,1,failure,
telephone,may,mon,1,999,0,nonexistent,
cellular,jun,thu,1,999,0,nonexistent,
telephone,jun,thu,3,999,0,nonexistent,
cellular,nov,mon,2,999,0,nonexistent,
telephone,may,wed,2,999,0,nonexistent,
cellular,aug,fri,2,999,0,nonexistent,
cellular,may,thu,1,999,0,nonexistent,
cellular,aug,thu,5,999,0,nonexistent,
telephone,may,mon,1,999,0,nonexistent,
cellular,may,mon,7,999,0,nonexistent,
telephone,may,mon,7,999,0,nonexistent,
telephone,jun,wed,1,999,0,nonexistent,
cellular,aug,thu,1,999,0,nonexistent,
cellular,aug,mon,2,999,0,nonexistent,
telephone,jun,tue,7,999,0,nonexistent,
cellular,nov,fri,1,999,0,nonexistent,
cellular,aug,tue,1,999,0,nonexistent,
cellular,aug,fri,1,999,0,nonexistent,
cellular,may,mon,1,999,1,failure,
cellular,aug,wed,1,999,0,nonexistent,
telephone,may,fri,1,999,0,nonexistent,
cellular,nov,wed,1,999,0,nonexistent,
telephone,may,thu,3,999,0,nonexistent,
telephone,may,wed,1,999,0,nonexistent,
telephone,jun,wed,2,999,0,nonexistent,
cellular,aug,tue,1,999,0,nonexistent,
telephone,may,fri,2,999,0,nonexistent,
telephone,may,wed,2,999,0,nonexistent,
telephone,jun,thu,1,999,0,nonexistent,
cellular,nov,mon,1,999,0,nonexistent,
cellular,aug,mon,3,999,0,nonexistent,
telephone,may,tue,17,999,0,nonexistent,
cellular,jul,thu,1,999,0,nonexistent,
cellular,jul,fri,1,999,0,nonexistent,
telephone,may,wed,1,999,0,nonexistent,
cellular,jul,wed,5,999,0,nonexistent,
cellular,may,fri,1,999,1,failure,
telephone,may,fri,2,999,0,nonexistent,
cellular,apr,fri,1,999,1,failure,
cellular,jul,thu,20,999,0,nonexistent,
cellular,nov,mon,1,999,0,nonexistent,
cellular,jul,tue,30,999,0,nonexistent,
cellular,aug,wed,4,999,0,nonexistent,
cellular,aug,wed,1,999,0,nonexistent,
telephone,may,fri,2,999,0,nonexistent,
telephone,may,mon,3,999,0,nonexistent,
cellular,jul,mon,2,999,0,nonexistent,
cellular,may,wed,1,999,1,failure,
